emp_no,birth_date,first_name,last_name,gender,hire_date
38724,1964-05-26,Marko,Kalafatis,M,1988-12-12
39969,1955-10-15,Mark,Conia,M,1985-12-09
39995,1954-11-09,Marko,Deverell,F,1988-12-04
41307,1963-10-04,Marke,Hasham,M,1986-02-11
42974,1962-07-27,Mark,Brookman,M,1989-12-06
43153,1963-08-27,Mark,McConalogue,F,1997-08-11
44210,1961-05-16,Marke,Heering,M,1991-05-19
44900,1965-01-05,Mark,Schwaller,F,1989-09-06
45034,1959-06-02,Marko,Cooman,M,1988-11-29
45967,1958-11-26,Marke,Callaway,F,1995-02-20
46720,1964-07-04,Mark,Sethi,M,1986-03-27
47162,1958-05-23,Marko,Eppinger,F,1992-01-17
47842,1960-08-16,Mark,Sigstam,M,1989-05-21
47936,1960-09-16,Marke,Kushnir,M,1991-12-28
47971,1957-11-08,Marko,Rattan,M,1991-10-14
48706,1960-09-27,Marko,Kroft,F,1986-12-11
48741,1952-11-09,Marke,Maccarone,F,1987-02-26
49418,1959-12-08,Marko,Luga,F,1997-11-21
49558,1953-06-07,Marko,Rusterholz,M,1987-01-28
50359,1963-09-23,Mark,Feldmann,M,1987-03-25
50690,1962-02-26,Marko,Serna,F,1991-08-15
50872,1955-01-12,Mark,Hanabata,F,1993-10-31
51175,1953-08-18,Mark,Lorho,M,1987-04-13
52014,1962-07-05,Mark,Peres,M,1994-09-23
53144,1964-04-21,Marke,Stroustrup,M,1985-08-27
53162,1955-10-15,Marke,Bamford,F,1987-06-09
53430,1953-01-06,Marke,Schneeberger,M,1988-08-10
53489,1955-10-19,Marko,Cherinka,M,1985-10-19
54842,1961-02-23,Mark,Nitto,M,1994-12-21
55179,1960-08-05,Marko,Kieras,M,1995-05-08
55988,1958-10-25,Marko,Ghemri,M,1989-12-02
56408,1959-09-02,Marko,Zaiane,F,1989-02-28
56628,1955-10-21,Mark,Esposito,F,1986-06-28
56767,1952-06-27,Mark,Trelles,M,1988-05-06
57141,1960-03-28,Mark,Oxenboll,M,1986-01-28
57656,1963-01-29,Marko,Nourani,M,1988-09-28
57724,1955-10-24,Mark,Cools,F,1994-02-20
58026,1953-06-11,Marko,Klerer,M,1993-12-30
58209,1957-11-17,Mark,Ermel,M,1989-02-19
58367,1964-09-15,Mark,Goldhammer,F,1993-09-29
58827,1956-10-28,Marko,Salvesen,F,1988-02-02
58973,1955-08-24,Marke,Decleir,F,1987-04-02
59036,1956-09-23,Marke,Conry,M,1988-03-11
59357,1964-07-06,Mark,Barriga,M,1986-12-05
59695,1960-06-30,Marko,Magliocco,F,1990-05-21
61274,1955-01-06,Mark,Antonisse,M,1997-03-18
62284,1961-10-10,Mark,Hebden,M,1987-02-05
62452,1959-01-18,Marke,Maccarone,F,1994-03-15
62898,1953-04-08,Marko,Gide,F,1990-05-28
63155,1963-08-28,Marko,Peternell,F,1991-11-15
63343,1953-04-22,Mark,Ananiadou,M,1988-09-28
63478,1957-11-04,Mark,Godskesen,F,1986-03-26
64178,1959-03-14,Mark,Conde,F,1986-01-11
64928,1955-07-26,Marko,Czaja,M,1990-12-03
64961,1960-08-23,Mark,Jording,M,1986-06-29
65161,1957-01-03,Mark,Dymetman,F,1987-07-24
65162,1952-05-02,Marko,Peot,M,1987-12-11
65568,1952-08-09,Mark,Ventosa,M,1988-11-26
65943,1958-07-10,Marko,Schonegge,F,1986-04-12
66400,1957-11-01,Marke,Callaway,M,1987-08-03
66999,1959-07-01,Marke,Koblick,M,1989-06-25
67026,1960-06-23,Mark,Lenart,M,1992-11-09
67172,1957-07-30,Marke,Berstel,F,1990-07-20
67655,1955-09-30,Mark,Dichev,M,1993-03-08
68329,1964-11-24,Marko,Klerer,F,1987-07-22
68709,1954-03-01,Marke,Zaccaria,M,1985-05-12
68792,1964-10-11,Marko,Oehlmann,F,1988-04-26
69506,1953-06-09,Marke,Cappelletti,M,1988-10-20
70690,1960-06-13,Marko,Strandh,F,1992-04-21
70928,1962-06-30,Marke,Gustavson,M,1990-02-04
73041,1956-07-28,Mark,Hiroyama,F,1985-09-13
73453,1964-01-08,Mark,Boyle,M,1986-05-12
73725,1961-10-25,Mark,Giveon,F,1989-04-02
73761,1954-06-03,Mark,Birge,F,1988-01-13
74617,1956-09-09,Marke,Kampfer,F,1989-03-11
74878,1955-08-02,Mark,Leaver,F,1988-09-15
75368,1961-02-22,Marko,Murthy,F,1987-02-28
75663,1964-05-27,Mark,Baez,M,1991-01-24
75727,1955-05-20,Marko,Miculan,F,1990-08-24
75868,1952-06-13,Marko,Sadowski,M,1985-06-12
76111,1956-05-06,Marke,Swab,M,1987-05-05
76139,1954-07-23,Mark,Speer,F,1988-07-30
77862,1953-06-04,Marko,Leivant,F,1992-07-09
77905,1962-08-04,Mark,Msuda,M,1994-07-10
78267,1960-11-02,Marke,Perng,F,1987-12-27
78457,1955-03-17,Marke,Krybus,M,1993-12-03
79087,1953-08-10,Marke,Vigier,F,1993-03-18
79670,1960-12-22,Marke,Junot,M,1989-10-08
79963,1963-03-16,Marke,McAffer,F,1988-04-19
81015,1952-02-15,Marke,Breugel,M,1988-07-14
81874,1957-08-22,Marke,Paciorek,F,1990-03-02
82949,1959-12-24,Marke,Babu,F,1985-04-16
83269,1964-03-07,Marko,Talmor,M,1985-09-06
83630,1954-04-22,Mark,Magalhaes,F,1994-09-13
83768,1954-07-11,Mark,Ariola,M,1986-03-05
84012,1954-08-18,Marko,Salvesen,M,1985-08-19
84177,1957-12-26,Marke,Siprelle,M,1992-06-04
84393,1953-11-12,Marke,Yemenis,F,1985-04-23
84846,1962-10-23,Mark,Papadias,M,1989-09-22
84889,1958-08-09,Mark,Thimonier,M,1997-11-06
85732,1961-09-15,Mark,Rodier,F,1989-04-13
86137,1964-10-09,Marke,Baranowski,F,1989-11-16
86172,1963-03-16,Mark,Ernst,F,1990-04-13
86423,1956-09-27,Marko,Marletta,M,1991-05-05
88082,1963-08-14,Marke,Kalorkoti,M,1993-11-16
88677,1958-08-03,Marke,Zuberek,F,1987-06-21
89238,1958-06-05,Marko,Raney,F,1991-03-10
89976,1955-09-02,Marke,Peres,M,1991-08-29
90325,1952-03-28,Mark,Krone,M,1989-06-27
90390,1955-01-29,Marko,Kadhim,M,1988-01-22
90591,1955-07-31,Mark,Vesna,M,1987-12-11
91513,1958-06-13,Mark,Bellmore,M,1994-07-22
92139,1960-07-05,Marko,Bharadwaj,F,1993-03-14
93498,1959-12-14,Marke,Vadhan,M,1991-09-09
93697,1960-04-05,Mark,Feinberg,M,1991-08-18
94547,1957-02-24,Mark,Mitchem,F,1985-08-12
94985,1961-07-31,Marke,Bierbaum,M,1996-07-19
95593,1960-04-28,Marke,Farrar,F,1994-01-02
96365,1958-12-23,Mark,Rossi,M,1992-08-06
97268,1958-10-05,Marko,Hettesheimer,M,1985-03-29
98507,1961-09-28,Mark,Nergos,M,1987-08-31
98527,1963-06-08,Marko,Madeira,M,1995-12-23
99369,1954-05-11,Marke,Krohn,M,1986-05-10
100774,1958-11-22,Mark,Kroha,M,1991-04-18
100846,1955-08-30,Mark,Kalloufi,F,1986-01-30
100961,1956-02-14,Marke,Penttonen,M,1987-03-09
100972,1964-04-24,Mark,Validov,F,1985-09-21
101952,1952-06-22,Marko,Gide,F,1994-12-07
102150,1960-10-26,Mark,Luiz,F,1989-02-15
102373,1953-03-25,Marke,Muhling,M,1989-01-16
102401,1953-08-31,Mark,Rathonyi,M,1993-09-14
102464,1959-04-02,Marko,Kushnir,F,1991-08-31
102625,1952-04-12,Marko,Schieder,F,1990-09-20
102674,1963-04-18,Marke,Welham,M,1991-09-17
102844,1961-05-04,Marke,Speel,M,1987-06-08
104125,1964-02-20,Marko,Bellmore,F,1988-10-12
104538,1963-04-29,Marko,Klyachko,F,1999-08-12
104963,1962-07-10,Marke,Dusink,M,1985-12-02
105402,1956-08-11,Marke,Cooke,M,1987-01-11
105542,1954-07-12,Marko,Zhiwei,M,1996-11-04
106091,1954-11-10,Mark,Nittel,F,1985-07-02
106540,1957-03-10,Marko,Shimshoni,F,1987-04-26
106571,1954-02-18,Marke,Gaughan,F,1989-05-05
106902,1955-08-30,Mark,Pillow,M,1993-02-01
107124,1963-02-23,Mark,Piazza,M,1985-12-03
108023,1953-09-30,Marke,Yetto,M,1987-01-16
109698,1961-06-03,Mark,Akazan,F,1990-06-10
200969,1963-06-19,Marko,Schwartzbauer,M,1989-08-17
201906,1964-05-22,Marke,Vadhan,M,1991-07-18
202375,1954-09-11,Marke,Garnick,F,1986-05-30
203167,1964-05-25,Mark,Basawa,M,1997-11-20
204153,1956-04-05,Marko,Alblas,M,1988-05-29
204272,1955-04-06,Marke,Angelov,M,1989-12-05
205333,1955-08-07,Marke,Cochrane,F,1988-10-19
205548,1963-07-31,Marke,Binding,F,1988-06-07
205721,1958-03-09,Mark,Swen,F,1988-09-13
205740,1960-03-18,Marko,Ruther,M,1992-06-13
206219,1963-06-09,Marke,Chenoweth,F,1987-10-05
206268,1957-04-05,Marke,Kuszyk,M,1990-11-02
206910,1962-06-08,Mark,Kroha,F,1993-10-23
208022,1964-06-16,Mark,Perng,M,1991-05-11
208341,1960-03-24,Mark,Solares,M,1995-11-10
208470,1955-05-30,Marke,Vickson,M,1994-04-22
208599,1953-12-23,Marko,Camarinopoulos,F,1989-07-30
208780,1956-06-14,Marko,Famili,M,1991-05-07
208943,1952-10-30,Mark,Roccetti,F,1992-09-21
208976,1960-02-24,Mark,Reeken,M,1995-09-21
209537,1964-01-27,Mark,Linnainmaa,F,1990-06-24
210045,1960-03-05,Marke,Georgatos,M,1986-09-23
210067,1952-09-02,Mark,Bresenham,M,1988-11-10
210487,1958-10-13,Mark,Neimat,F,1989-06-24
211243,1956-12-29,Marke,Lipner,F,1991-09-16
212107,1963-11-18,Mark,Heystek,M,1986-08-12
212118,1952-09-11,Marke,Bach,M,1995-10-15
212137,1955-06-19,Marko,Kenevan,M,1990-01-28
213148,1962-05-31,Marke,Falck,M,1994-03-28
213195,1962-09-25,Marke,Schiper,M,1986-04-10
213324,1959-09-18,Marko,Brandsma,M,1995-12-21
213510,1953-11-12,Marke,Wissmann,M,1996-04-26
214027,1962-10-10,Mark,Raney,F,1989-01-04
214954,1955-05-16,Marko,Mandell,M,1986-12-19
215101,1952-10-23,Mark,Baaz,F,1987-08-08
215136,1963-01-09,Marke,Pauthner,M,1997-06-24
215264,1963-08-04,Mark,Docker,M,1991-04-12
215365,1954-09-06,Marko,Pokrovskii,M,1997-10-12
217442,1954-10-18,Marko,Emmerich,F,1989-04-11
217588,1955-12-22,Marke,Luff,M,1997-08-04
217900,1959-09-12,Marko,Alencar,F,1989-02-18
218388,1957-08-16,Mark,Schicker,M,1985-12-01
218958,1957-09-02,Marko,Mateescu,F,1988-09-30
219323,1959-07-14,Marke,Rathonyi,M,1988-09-22
219824,1955-01-21,Marko,Taubman,F,1987-10-27
220042,1955-01-16,Mark,Frijda,F,1994-01-25
220064,1954-05-14,Mark,Ramras,F,1987-01-17
221017,1957-07-03,Mark,Levergood,F,1988-08-29
221259,1959-12-25,Marko,Besselaar,M,1992-06-21
221684,1954-12-31,Marke,Molenaar,M,1996-07-09
221760,1952-10-26,Marko,Ellozy,M,1988-07-24
222053,1959-12-01,Marke,Tibblin,F,1985-06-07
222301,1962-03-17,Mark,Sinitsyn,F,1995-01-01
223155,1961-08-19,Marko,Comellas,M,1989-04-27
224051,1953-08-05,Mark,Syrzycki,F,1985-10-12
225412,1957-09-04,Marke,Hellwagner,M,1994-02-01
226757,1963-06-27,Marke,Pezzoli,M,1988-06-20
227068,1957-10-17,Marko,Sewelson,M,1986-02-17
227327,1959-02-05,Marko,Parhami,M,1985-04-07
227456,1952-10-27,Mark,Bach,F,1986-05-26
227685,1956-01-05,Mark,Ellozy,M,1985-05-18
227716,1959-10-01,Mark,Pocchiola,M,1992-06-28
227814,1963-03-21,Marke,Levasseur,M,1985-07-24
227941,1960-07-18,Marke,Pocchiola,M,1988-12-15
228512,1960-03-31,Mark,Sridhar,M,1997-05-31
229010,1961-11-12,Mark,Cappelli,M,1990-05-07
229430,1953-08-20,Marko,Bridgland,M,1989-04-18
229462,1962-02-07,Marko,Simmen,M,1991-01-28
229616,1959-11-11,Mark,Naudin,M,1992-09-15
230275,1963-04-13,Marko,Puppo,F,1989-07-26
231412,1960-01-16,Marko,Koblick,M,1993-04-04
231428,1956-12-22,Marko,Dulay,M,1986-09-01
233970,1961-03-30,Marko,Lipner,F,1991-04-28
234005,1963-05-06,Marko,Eugenio,M,1992-08-29
234238,1963-03-06,Marko,Sethi,M,1992-05-08
234364,1962-03-26,Marke,Gimbel,M,1993-07-16
234996,1954-09-03,Mark,Hasham,M,1988-05-07
235791,1961-12-26,Marke,Escriba,F,1988-05-29
235820,1953-08-18,Marko,Dayana,M,1989-02-27
236449,1960-07-27,Marke,Dulay,M,1988-08-24
237396,1963-12-08,Mark,Krider,F,1988-10-08
238530,1961-09-03,Mark,Zirintsis,M,1988-07-16
238552,1960-04-15,Marke,Makinen,F,1987-02-06
238566,1959-04-08,Marko,Mandelberg,F,1985-03-30
238796,1962-04-15,Marke,Suomi,M,1987-08-15
238996,1958-09-10,Marke,Ozeri,M,1994-07-18
239869,1960-09-15,Mark,Savasere,F,1992-11-04
241082,1962-02-08,Marko,Rijckaert,M,1989-08-24
241203,1961-04-13,Marke,Tasistro,M,1998-05-12
241238,1960-03-31,Marke,Pagter,M,1996-02-23
241444,1957-12-04,Mark,Jenevein,M,1985-06-12
242007,1960-11-23,Marke,Laurillard,F,1989-12-30
242276,1953-07-06,Marke,Uhrik,F,1995-03-09
243705,1957-11-21,Marko,Munawer,M,1995-08-25
244217,1956-08-22,Marko,Levasseur,F,1989-12-27
245003,1959-09-29,Mark,Veldwijk,M,1992-02-25
245069,1953-03-03,Mark,Bennis,M,1990-04-25
245887,1958-02-18,Mark,Armand,F,1989-09-21
245968,1964-09-04,Marko,Bage,M,1993-08-31
246005,1953-06-11,Marke,Hanratty,M,1987-04-15
246346,1959-10-30,Marko,Heydon,F,1986-04-18
248137,1960-02-05,Marko,Cairo,M,1989-03-16
248388,1960-09-17,Marko,Limongiello,F,1986-01-24
248591,1963-08-14,Marko,Begiun,F,1991-05-02
248926,1963-03-02,Mark,Ozery,M,1987-05-17
248947,1955-02-19,Marke,Bazelow,M,1993-01-13
249257,1957-12-02,Marko,Reinhart,M,1997-10-04
250017,1961-04-27,Marke,Rosca,F,1991-07-09
250361,1961-11-24,Marke,Gniady,F,1997-12-03
250859,1960-03-24,Marko,Gaughan,M,1993-02-28
250889,1959-05-01,Mark,Rathonyi,F,1994-11-11
251717,1957-11-26,Marke,Munawer,M,1987-10-13
251820,1962-10-20,Marko,Matteis,M,1991-12-04
252711,1963-02-14,Mark,Liedekerke,M,1985-04-21
253436,1958-06-03,Marko,Braunschweig,M,1985-11-26
253880,1953-06-17,Marke,Schiper,M,1996-01-30
254690,1960-06-25,Mark,Garigliano,F,1996-12-18
255897,1954-07-02,Mark,Khalid,M,1992-12-01
256036,1963-03-26,Mark,Spelt,M,1988-09-24
256249,1956-04-22,Marko,Garnick,F,1987-07-19
256513,1964-11-06,Marke,Matzov,F,1986-10-13
256762,1956-06-16,Marko,Perri,M,1985-12-28
257796,1954-09-10,Marko,Raney,M,1992-08-13
257918,1958-01-30,Marko,Bernini,M,1992-03-11
257977,1953-07-24,Marko,Goodrum,M,1985-04-13
258024,1964-05-28,Mark,Strooper,M,1986-01-26
259513,1954-10-14,Marko,Esteva,F,1993-06-04
259979,1957-01-04,Mark,Rosiles,M,1986-09-30
260339,1962-10-29,Marke,Juneja,M,1988-05-20
260666,1963-11-28,Marke,Bhattacharjee,F,1993-05-18
261608,1959-06-16,Marke,Baaleh,M,1988-11-13
261737,1965-01-23,Mark,Lindqvist,M,1987-03-18
261753,1957-12-26,Marko,Roohalamini,M,1988-01-07
262508,1961-08-05,Marko,Lund,F,1988-08-13
263103,1961-07-07,Marke,Chleq,F,1988-05-19
263125,1958-03-04,Marke,Roohalamini,F,1997-02-24
264348,1964-04-11,Marke,Nitsch,F,1986-12-01
264442,1958-02-05,Marke,Kavraki,F,1987-09-10
264685,1958-05-11,Mark,Peroz,M,1987-05-30
266177,1954-05-05,Marke,Weedon,M,1987-03-06
266519,1955-05-24,Marke,Pfau,M,1989-08-07
266609,1955-06-15,Marke,Kragelund,M,1989-02-02
266961,1957-12-03,Mark,Geffroy,F,1985-05-27
268200,1959-11-21,Marke,Erva,F,1985-11-17
268479,1960-01-21,Marke,Kilgore,F,1993-01-26
268577,1962-02-19,Mark,Mansanne,F,1987-03-24
269632,1956-01-03,Mark,Fontet,F,1991-08-19
269976,1952-10-16,Marko,Ghemri,F,1994-07-02
270550,1960-03-03,Mark,Porenta,M,1986-04-12
271014,1958-03-08,Mark,Molenkamp,F,1992-11-30
271207,1963-09-30,Mark,Jonsson,M,1986-08-01
272076,1956-01-19,Marko,Bazzichi,M,1992-01-31
272499,1960-04-20,Marko,Szilard,M,1987-07-26
272577,1952-03-18,Mark,Glinert,M,1985-04-27
272802,1955-11-25,Marko,Peek,M,1992-10-30
273014,1958-11-26,Marko,Heusch,F,1989-03-29
273163,1963-12-05,Mark,Garnham,M,1987-08-20
273246,1956-08-01,Marke,Crabtree,M,1991-11-14
273462,1957-05-26,Mark,Luga,M,1993-08-18
274248,1958-09-02,Marko,Plesums,F,1991-01-12
274940,1961-05-24,Marko,Badache,M,1987-01-30
275540,1957-10-25,Marke,Varley,M,1986-12-24
275590,1959-02-26,Marke,Pleszkun,M,1988-06-15
275724,1955-04-24,Marke,Tzvieli,M,1991-05-04
275791,1964-08-16,Mark,Narahari,M,1986-08-17
275826,1961-12-19,Mark,Bharadwaj,M,1989-05-16
276540,1953-11-18,Marke,Fioravanti,M,1992-08-13
276717,1963-01-16,Marke,Larfeldt,F,1990-04-03
277272,1956-12-05,Mark,Mandell,M,1991-08-20
277718,1958-06-18,Marke,Merlo,F,1991-05-09
277984,1952-12-29,Marke,Dalton,M,1989-04-23
278345,1960-02-05,Marko,Schwaller,M,1987-11-07
278645,1964-08-28,Marko,Setia,M,1989-07-01
279633,1961-05-17,Marko,Kilgore,F,1990-04-05
279763,1953-10-30,Marke,Lipner,F,1985-12-12
281161,1957-04-26,Marko,Anger,F,1987-10-14
281244,1952-12-31,Marke,Vural,F,1988-03-09
281867,1957-05-07,Marke,Ananiadou,M,1993-01-13
282531,1954-12-03,Marko,Laventhal,M,1985-12-08
282732,1962-03-22,Marke,Haldar,M,1986-11-08
283070,1954-09-15,Mark,Radivojevic,M,1988-06-28
283135,1956-09-29,Mark,Clemencon,M,1987-12-25
284240,1957-08-09,Marko,Stranks,F,1995-10-11
284628,1957-09-10,Marko,Poujol,M,1989-08-10
285353,1952-12-28,Mark,Radivojevic,F,1990-01-28
285571,1956-01-01,Marke,Rosis,F,1987-09-22
286379,1962-07-07,Marko,Otillio,M,1988-04-01
286458,1957-07-07,Marke,Bakhtari,F,1985-06-06
287123,1954-02-16,Marko,Benaini,M,1987-10-11
287675,1952-05-30,Mark,Baak,F,1988-02-02
288018,1956-12-28,Marke,Peltason,F,1986-04-12
288121,1960-08-25,Marko,Pietrzykowski,M,1993-09-30
289229,1958-03-04,Mark,Chorvat,M,1987-07-09
289289,1961-05-26,Marke,Pargas,M,1990-06-12
289616,1955-08-08,Mark,Fasbender,M,1986-06-27
290046,1959-10-10,Marke,Gyimothy,M,1992-06-13
290136,1961-08-08,Marko,Demizu,F,1988-08-27
291052,1952-11-30,Mark,Gargeya,F,1988-04-27
291056,1954-05-12,Marko,Mitina,M,1990-11-13
291141,1964-11-06,Mark,Benveniste,F,1985-03-05
291205,1964-05-25,Marko,Eterovic,M,1985-10-13
291434,1957-04-25,Marko,Menhardt,F,1986-01-17
291463,1961-07-11,Mark,McClure,F,1989-06-03
291521,1964-06-08,Mark,Zhiwei,F,1988-06-20
291901,1955-12-25,Marko,Ibel,M,1992-03-08
293338,1964-03-09,Marko,Baranowski,M,1991-01-31
294059,1955-01-27,Marke,Pettit,F,1990-03-10
294353,1952-11-27,Mark,Vanwelkenhuysen,F,1986-06-22
294450,1954-03-22,Marko,Murtafg,M,1987-07-18
294617,1957-11-05,Marke,Sooriamurthi,M,1988-01-04
294640,1964-06-10,Mark,Ranta,M,1989-01-27
295549,1960-02-01,Mark,Holburn,M,1995-09-27
296220,1955-07-19,Marke,Luiz,F,1989-09-02
296238,1958-10-13,Marke,Peak,F,1987-04-25
296853,1957-04-20,Marke,Genin,F,1985-08-12
296985,1956-03-02,Mark,Miculan,F,1986-04-08
297099,1960-01-26,Marko,Jansen,F,1989-01-17
297205,1963-09-24,Mark,Birrer,F,1985-04-04
297914,1952-11-26,Mark,Brandsma,M,1987-01-14
297931,1957-08-11,Marko,Gaughan,F,1990-09-13
297963,1956-10-18,Marke,Mandell,M,1995-01-28
298026,1961-05-14,Marke,Saoudi,F,1986-04-15
298252,1956-03-20,Marke,Falster,M,1985-11-28
298525,1958-07-10,Mark,Klassen,M,1986-05-06
298554,1963-08-11,Marke,Crabtree,M,1988-07-24
299203,1961-12-11,Mark,Itzigehl,M,1990-05-25
299552,1955-08-23,Mark,Onuegbe,F,1995-12-01
299590,1961-08-28,Mark,Setia,M,1994-08-02
400174,1959-04-24,Marke,Wegerle,M,1989-08-31
400266,1953-01-30,Mark,Stellhorn,F,1986-04-30
400565,1954-04-04,Mark,Rusterholz,M,1988-01-05
400769,1961-06-01,Mark,Radivojevic,M,1990-07-01
400795,1958-02-11,Mark,Socorro,M,1989-06-15
400873,1955-06-10,Mark,Butner,M,1988-02-14
401073,1959-02-03,Marko,Candan,M,1985-04-04
401566,1958-03-29,Marke,Conry,M,1990-01-19
401840,1957-07-28,Marko,Pews,F,1985-07-03
402211,1962-03-06,Marko,Champarnaud,F,1986-06-12
402416,1964-09-06,Mark,Sudbeck,M,1991-06-19
402444,1954-05-12,Marke,Barbanera,M,1990-10-29
402792,1963-08-11,Marke,Angelopoulos,M,1986-11-18
403195,1959-04-05,Mark,Chorvat,M,1997-02-04
403219,1962-11-07,Marke,Debuse,F,1986-04-09
403455,1965-01-25,Marko,Velardi,M,1988-04-29
404222,1958-09-23,Marke,Tsukune,M,1985-09-05
405201,1955-06-02,Marke,Heering,F,1990-05-02
405938,1957-08-07,Marke,Cronan,M,1987-06-19
406123,1956-05-22,Mark,Birjandi,M,1986-08-20
407498,1962-06-25,Marko,Reutenauer,M,1986-03-18
407699,1958-02-03,Mark,Godskesen,M,1985-04-12
408130,1952-03-30,Marko,Ozery,F,1989-11-02
408425,1954-05-10,Marke,Vieri,M,1988-02-19
409022,1960-10-26,Marke,Fontet,F,1989-08-19
409333,1962-01-16,Mark,Griswold,M,1994-02-22
410133,1961-10-03,Marke,Shackell,M,1987-04-01
410743,1953-04-18,Marke,Schmezko,M,1991-03-09
410789,1956-09-04,Marko,Danner,F,1988-10-31
411576,1953-08-07,Mark,Bonifati,F,1991-04-07
412321,1963-04-06,Marko,Decleir,M,1991-03-03
412517,1957-02-03,Marke,Eterovic,M,1990-08-05
413127,1955-02-06,Marke,Gurbaxani,M,1995-03-20
413173,1960-07-09,Marke,Sethi,M,1993-06-24
413188,1957-07-14,Marko,Gammage,M,1986-10-20
413524,1955-10-04,Mark,Marsiglia,F,1991-07-26
413745,1960-07-03,Marko,Kropf,M,1986-03-02
415042,1957-11-07,Mark,Erdmenger,M,1985-10-16
415483,1954-05-21,Marko,Beeson,F,1986-12-16
416242,1956-10-03,Mark,Jayawardene,M,1994-11-25
417754,1957-02-11,Marke,Matzat,M,1995-12-15
417838,1956-08-12,Marko,Kawashima,M,1999-06-04
418003,1952-06-02,Marke,Gulak,M,1991-06-17
418286,1952-02-10,Marke,Gajiwala,F,1990-11-25
418377,1958-01-23,Marko,Pellegrinelli,M,1986-11-02
418493,1962-05-17,Marke,Norsworthy,F,1990-05-04
418536,1954-02-27,Mark,Weiland,M,1986-09-21
418716,1953-07-12,Marke,Linnainmaa,M,1988-02-09
