emp_no,birth_date,first_name,last_name,gender,hire_date
204594,1954-09-12,Elvis,Onuegbe,M,1987-01-04
206092,1964-11-27,Elvis,Kobara,M,1987-03-13
206324,1952-12-21,Elvis,Schrooten,M,1994-01-23
206818,1964-06-17,Elvis,Schwartzburd,F,1987-02-22
207071,1954-09-23,Elvis,Schnelling,F,1994-12-07
208611,1952-11-13,Elvis,Valiente,M,1989-06-08
209321,1962-02-24,Elvis,Benveniste,F,1988-03-10
209392,1953-11-11,Elvis,Kandlur,F,1988-05-20
210815,1953-08-07,Elvis,Ghemri,F,1991-09-28
211048,1960-10-01,Elvis,Docker,M,1986-08-15
211278,1955-08-27,Elvis,Rodham,F,1993-11-17
213018,1957-10-12,Elvis,Msuda,M,1985-05-13
213127,1956-08-11,Elvis,Penz,M,1986-03-13
213994,1964-01-23,Elvis,Bolotov,F,1998-05-23
214293,1961-03-26,Elvis,Georg,F,1991-08-25
218778,1956-05-29,Elvis,Toyoshima,F,1986-04-30
219725,1963-03-28,Elvis,Zockler,M,1985-04-29
221757,1954-12-07,Elvis,Szmurlo,M,1995-11-14
222299,1957-07-27,Elvis,Bultermann,M,1990-08-14
222945,1960-06-15,Elvis,Denis,M,1986-03-26
224453,1964-10-12,Elvis,Swick,M,1988-01-09
226068,1958-09-05,Elvis,Hooghiemstra,M,1989-12-01
226451,1955-04-20,Elvis,Cmelik,M,1996-10-24
228011,1962-03-06,Elvis,Keustermans,M,1992-09-30
228232,1956-02-13,Elvis,Matzke,M,1988-01-08
231660,1960-11-01,Elvis,Mitzlaff,M,1991-08-30
232965,1960-08-19,Elvis,Lindqvist,M,1992-07-11
239099,1956-10-25,Elvis,Fendler,F,1989-02-23
239394,1960-12-30,Elvis,Guting,M,1985-11-18
239731,1955-01-09,Elvis,Setlzner,M,1990-12-03
239802,1954-08-07,Elvis,Isard,M,1985-11-11
242215,1957-07-03,Elvis,Wossner,M,1988-09-13
244026,1953-05-11,Elvis,Brodal,M,1991-03-07
244447,1963-12-11,Elvis,Einsfeld,M,1988-05-29
247317,1963-09-03,Elvis,Liedekerke,M,1990-02-09
248547,1964-06-09,Elvis,Rehfuss,F,1986-03-12
248612,1956-06-04,Elvis,Ghalwash,M,1992-12-03
248904,1960-08-12,Elvis,Engberts,M,1993-06-27
250509,1961-09-02,Elvis,Wossner,M,1990-12-23
251783,1961-12-30,Elvis,Camarinopoulos,M,1985-11-23
251941,1957-04-06,Elvis,Schoegge,F,1988-04-23
253392,1961-10-01,Elvis,Ruemmler,F,1988-02-22
255129,1954-03-02,Elvis,Setlzner,F,1990-01-03
255230,1962-08-21,Elvis,Dymetman,F,1990-12-11
255606,1952-09-18,Elvis,Bonifati,M,1997-12-22
256488,1954-05-29,Elvis,Hofmeyr,M,1995-11-20
257416,1953-10-22,Elvis,Jullig,M,1987-04-19
258061,1953-03-15,Elvis,Kakkar,F,1986-09-30
258990,1958-06-27,Elvis,Ishibashi,F,1987-04-02
259390,1963-06-27,Elvis,Gopalakrishnan,F,1994-01-19
260186,1959-02-02,Elvis,Rabejac,M,1987-02-09
260453,1963-09-22,Elvis,Braunschweig,M,1993-09-08
261346,1954-09-05,Elvis,Brendel,M,1986-08-16
263035,1963-09-13,Elvis,Milicia,M,1985-02-23
265655,1962-07-05,Elvis,Bashian,F,1985-04-20
265706,1960-07-27,Elvis,Zhang,F,1985-06-29
267207,1961-06-28,Elvis,Peak,M,1999-01-21
267505,1956-05-01,Elvis,Daescu,F,1991-01-15
267548,1963-03-09,Elvis,Toyoshima,M,1988-07-25
267897,1957-05-02,Elvis,Servieres,M,1991-02-10
268157,1962-09-01,Elvis,Hofman,F,1990-05-04
269132,1960-10-02,Elvis,Fabrizio,M,1988-04-24
270435,1952-05-10,Elvis,Leuchs,M,1993-01-26
273139,1962-09-13,Elvis,Percebois,F,1986-07-11
274955,1953-09-08,Elvis,Perri,F,1993-08-07
275327,1958-05-16,Elvis,Grandbois,M,1989-04-03
279054,1964-07-12,Elvis,Rubsam,M,1986-09-05
279397,1952-08-05,Elvis,Karcich,F,1985-11-23
280699,1954-12-27,Elvis,Krychniak,M,1985-06-07
284314,1957-12-22,Elvis,Jansen,M,1997-09-09
286087,1954-07-08,Elvis,Choobineh,F,1985-10-05
286747,1955-03-15,Elvis,Cardazo,M,1991-12-19
286885,1953-04-01,Elvis,Pettis,M,1987-10-01
288088,1959-02-06,Elvis,Mungall,M,1990-07-19
288533,1963-09-25,Elvis,Siprelle,M,1988-03-28
288645,1958-02-12,Elvis,Feinberg,M,1994-04-05
288856,1956-03-14,Elvis,Zweizig,F,1991-05-20
289511,1953-09-15,Elvis,Fadgyas,M,1989-11-04
290636,1952-11-02,Elvis,Tokunaga,F,1988-01-16
291251,1956-07-07,Elvis,Simmen,F,1985-04-01
292641,1954-11-21,Elvis,Birke,M,1989-11-08
294489,1960-09-24,Elvis,Swab,F,1989-06-06
295128,1957-02-01,Elvis,Reeken,F,1987-03-21
400651,1957-10-23,Elvis,Petereit,M,1986-08-02
400763,1954-11-29,Elvis,Eterovic,M,1990-04-05
401203,1955-04-01,Elvis,McDermid,F,1996-10-07
402384,1959-01-03,Elvis,Borstler,M,1991-02-13
404080,1959-03-23,Elvis,Munck,F,1987-01-16
404676,1963-10-03,Elvis,Cardazo,F,1987-10-19
405770,1956-11-13,Elvis,Schiper,F,1994-09-11
406395,1956-04-21,Elvis,Champarnaud,M,1987-06-27
406574,1954-10-27,Elvis,Billawala,F,1985-06-06
408087,1958-06-03,Elvis,Buescher,M,1989-03-18
408844,1963-11-13,Elvis,Dulin,F,1993-07-23
409045,1952-06-28,Elvis,Wynblatt,M,1994-10-08
409268,1956-07-21,Elvis,Pero,M,1987-11-13
409606,1963-05-29,Elvis,Farrar,F,1985-03-04
412455,1961-01-04,Elvis,Lunt,M,1992-01-17
412885,1952-03-18,Elvis,Couchot,M,1993-05-22
413542,1953-01-28,Elvis,Hebert,M,1985-11-15
415370,1958-05-07,Elvis,Heydon,F,1985-12-12
415934,1963-10-17,Elvis,Danley,F,1992-01-11
417980,1961-04-10,Elvis,Talmon,F,1987-09-23
420129,1954-07-31,Elvis,Vrecion,F,1986-07-19
420742,1955-04-07,Elvis,Schwartzburd,M,1985-05-19
422385,1959-03-22,Elvis,Passino,M,1985-11-19
423664,1959-09-26,Elvis,Shihab,F,1993-12-09
423957,1961-04-26,Elvis,Ritzmann,M,1986-07-02
425469,1959-09-01,Elvis,Tomescu,F,1985-09-01
426473,1957-09-24,Elvis,Goldhammer,M,1999-04-28
427797,1952-09-24,Elvis,Biran,F,1992-09-07
430178,1962-10-09,Elvis,Fadgyas,M,1986-09-18
432371,1962-07-12,Elvis,Sadowsky,F,1987-01-29
433086,1959-05-08,Elvis,Samarati,F,1989-01-30
433794,1952-10-01,Elvis,Michaeli,M,1990-07-03
435004,1957-01-04,Elvis,Haldar,M,1988-06-04
435568,1963-10-28,Elvis,Serot,F,1989-06-16
436294,1962-12-11,Elvis,Axelband,M,1991-05-11
437148,1955-11-17,Elvis,Sambasivam,M,1986-09-05
438207,1955-09-16,Elvis,Adachi,M,1988-11-01
439576,1952-08-05,Elvis,Gihr,M,1992-10-21
439665,1954-09-19,Elvis,Kalafatis,M,1989-09-14
440326,1953-12-18,Elvis,Krogh,F,1986-11-17
440453,1954-04-29,Elvis,Grandbois,M,1986-02-27
441525,1964-03-09,Elvis,Sichman,F,1987-12-30
441656,1954-10-16,Elvis,Muntz,M,1992-10-25
441959,1958-02-08,Elvis,Zielinski,F,1994-08-07
442645,1953-02-15,Elvis,Apsitis,M,1999-09-13
443622,1963-05-02,Elvis,Bage,M,1991-07-01
447262,1958-08-16,Elvis,Egerstedt,F,1999-01-28
451439,1963-08-03,Elvis,Naumovich,M,1994-08-20
454151,1964-06-10,Elvis,Molenaar,F,1985-10-06
455718,1958-04-28,Elvis,Broder,F,1997-09-17
457217,1958-03-29,Elvis,Comte,F,1990-06-12
459782,1964-11-02,Elvis,Merlo,F,1989-10-18
461702,1962-07-19,Elvis,Nannarelli,M,1994-04-25
465622,1952-02-14,Elvis,Rosch,M,1990-07-09
466737,1956-08-23,Elvis,Solares,F,1986-10-30
467408,1963-04-23,Elvis,Besancenot,M,1989-07-27
469102,1958-07-27,Elvis,Pusterhofer,M,1991-08-22
472153,1956-06-24,Elvis,Apsitis,F,1985-08-08
472189,1960-07-05,Elvis,Beilner,F,1986-10-17
472453,1956-11-02,Elvis,Talmor,F,1990-09-29
473979,1961-11-14,Elvis,Byoun,M,1985-10-30
474872,1955-06-18,Elvis,Emden,M,1988-04-18
475900,1956-11-23,Elvis,Edelhoff,M,1987-07-08
476388,1960-07-01,Elvis,Kroll,M,1991-10-13
478598,1962-05-30,Elvis,Dengi,F,1990-03-06
479542,1958-03-02,Elvis,Badache,M,1997-06-19
479721,1953-04-21,Elvis,Matzel,M,1985-06-28
481647,1964-11-11,Elvis,Dolinsky,M,1993-03-04
483762,1963-03-18,Elvis,Kitsuregawa,M,1986-09-11
483917,1964-01-02,Elvis,Lamba,M,1989-09-27
488461,1955-12-25,Elvis,Goodrum,M,1999-04-14
490250,1953-02-04,Elvis,Baez,F,1986-01-22
493719,1962-09-18,Elvis,Binding,M,1992-05-12
494489,1952-06-21,Elvis,Kroll,M,1994-11-22
495295,1961-10-14,Elvis,Lamma,M,1994-02-28
495406,1956-05-04,Elvis,Gerlach,M,1990-09-17
496503,1956-09-01,Elvis,Verhoeff,M,1986-10-27
497910,1961-05-12,Elvis,Cannard,F,1990-09-23
498621,1955-09-07,Elvis,Zykh,M,1993-08-31
499091,1952-09-24,Elvis,Kohling,F,1986-02-25
