emp_no,birth_date,first_name,last_name,gender,hire_date
97710,1962-11-10,Reinhard,Cyne,M,1999-11-02
241837,1952-09-26,Berni,Jansch,F,1999-11-02
76504,1955-07-13,Gou,Marwedel,M,1999-11-02
50360,1965-01-18,Sumali,Kushner,M,1999-10-30
108697,1963-05-28,Quingbo,Kambil,M,1999-10-30
32788,1958-10-01,Zhaofang,Janetzko,F,1999-10-29
68922,1956-09-26,Murthy,Verhoeff,M,1999-10-29
35384,1964-01-24,Yonghong,Kornatzky,M,1999-10-28
264883,1954-10-17,Vitaly,Hanabata,M,1999-10-28
101365,1953-01-18,Fumitake,Solovay,F,1999-10-28
10684,1956-01-23,Aimee,Tokunaga,F,1999-10-28
252656,1955-12-17,Moti,Nourani,M,1999-10-28
58756,1956-10-30,Odoardo,Zuberek,M,1999-10-28
66365,1958-08-20,Larisa,Poujol,M,1999-10-28
16772,1952-09-08,Baruch,Giveon,F,1999-10-27
432219,1960-04-24,Yuping,Pluym,F,1999-10-26
210699,1955-07-21,Hiroyasu,Kragelund,M,1999-10-26
292220,1956-11-03,Danny,Ouhyoung,M,1999-10-26
255572,1964-04-28,Brewster,Stamatiou,M,1999-10-26
30695,1965-01-08,Gudjon,Majewski,M,1999-10-26
448067,1962-04-07,Chenxi,Hiltgen,M,1999-10-26
470280,1956-07-23,Moss,Rosiles,F,1999-10-26
422897,1955-04-02,Domenico,Quaggetto,F,1999-10-24
491603,1963-03-14,Kwee,Stavenow,M,1999-10-24
400044,1956-12-15,Magy,McFarlin,M,1999-10-23
296778,1956-06-14,Shigenori,Hammerschmidt,F,1999-10-23
467839,1960-05-02,Huan,Capobianchi,M,1999-10-21
468676,1956-11-29,Beshir,DuCasse,F,1999-10-21
20719,1962-05-18,Thanasis,Monarch,F,1999-10-21
222309,1962-02-15,Bedrich,Munawer,F,1999-10-21
83011,1957-12-30,Shao,Bage,M,1999-10-19
104569,1955-06-22,Szabolcs,Peris,M,1999-10-19
287729,1959-05-01,Giri,McClure,M,1999-10-19
247098,1956-07-02,Xiong,Aumann,M,1999-10-19
488340,1957-08-13,Radhia,Gaughan,F,1999-10-18
464771,1963-07-20,Gaurav,DuBourdieux,F,1999-10-18
217918,1959-12-27,Xiong,Halloran,F,1999-10-18
245332,1961-06-24,Subhrajyoti,Vural,F,1999-10-17
69633,1956-08-03,Yurij,Olivero,F,1999-10-16
84978,1954-07-09,Yuguang,Rajaraman,M,1999-10-16
58187,1953-03-07,Muneo,Rosiles,F,1999-10-15
205927,1955-08-29,Sudhanshu,Zykh,F,1999-10-15
284137,1962-11-05,Remmert,Landherr,F,1999-10-15
403335,1963-08-18,Odinaldo,Famili,M,1999-10-14
476430,1957-10-01,Prodip,Scharstein,M,1999-10-14
461853,1959-10-31,Licheng,Ginneken,M,1999-10-14
476352,1955-09-23,Franziska,Vickson,F,1999-10-13
457946,1955-01-31,Kolar,Kleiser,M,1999-10-13
77544,1953-05-22,Masali,Borovoy,M,1999-10-13
417870,1956-08-17,Remzi,Champarnaud,F,1999-10-12
475231,1962-07-14,Uri,Thombley,M,1999-10-12
211557,1961-01-03,Gen,Makrucki,F,1999-10-12
498990,1960-09-12,Adil,Litecky,M,1999-10-12
273706,1959-08-26,Chaoyi,Biron,M,1999-10-12
35128,1959-05-06,Jianhao,Saoudi,F,1999-10-12
56633,1953-03-04,Percy,Varker,M,1999-10-11
254066,1961-11-28,Ebru,Trogemann,M,1999-10-10
224761,1958-12-13,Chiradeep,Rosiles,F,1999-10-10
92499,1953-04-20,Valery,Jording,M,1999-10-10
435416,1963-09-24,Hatsukazu,Pollock,M,1999-10-10
266569,1964-07-23,Aksel,Rattan,F,1999-10-09
65404,1964-07-25,Qunsheng,Antonakopoulos,F,1999-10-08
12389,1963-10-16,Percy,Casperson,M,1999-10-08
58287,1961-10-13,Shahab,Reinhard,F,1999-10-08
105200,1957-11-07,Mrinalini,Mahnke,F,1999-10-06
254478,1953-11-08,Paraskevi,Gelosh,M,1999-10-05
105885,1954-02-20,Stamatina,Basawa,F,1999-10-04
413342,1962-07-07,Tadahiro,Scharstein,F,1999-10-03
97936,1960-01-01,Ramalingam,Solovay,M,1999-10-03
239390,1961-03-20,Kwangsub,Plesums,M,1999-10-02
486163,1963-10-10,Khun,Broomell,M,1999-10-01
12495,1962-12-28,Mooi,Erni,M,1999-10-01
56381,1963-07-02,Mohammad,Homond,M,1999-10-01
49321,1959-09-16,Pintsang,Spelt,M,1999-10-01
15426,1960-07-24,Juichirou,Biran,M,1999-09-30
223235,1962-06-09,Junsik,Milicia,F,1999-09-30
228226,1957-04-26,Akemi,Carrera,M,1999-09-30
230457,1963-01-26,Hongzue,Figueira,M,1999-09-30
13469,1962-03-25,Yonghoan,Undy,F,1999-09-29
489509,1958-03-10,Gal,Ambroszkiewicz,F,1999-09-29
426218,1955-02-26,Rosalyn,Baig,M,1999-09-29
288109,1952-11-11,Supot,Reeker,M,1999-09-29
424241,1964-08-24,Douadi,Wendorf,M,1999-09-29
28580,1953-08-18,Yannis,Heyers,F,1999-09-28
464638,1955-10-07,Irena,Ernst,F,1999-09-28
23983,1957-06-04,Temple,Polajnar,M,1999-09-28
489520,1960-01-01,Jeanne,Sichman,M,1999-09-27
80074,1961-11-26,Girolamo,Waleschkowski,F,1999-09-27
406782,1957-11-02,Angel,Perly,F,1999-09-26
44431,1954-04-18,Adamantios,Gide,M,1999-09-26
28670,1960-12-19,Kankanahalli,Teitelbaum,M,1999-09-25
467021,1961-06-23,Alois,Kruskal,M,1999-09-25
104268,1960-07-05,Vasiliy,Nourani,M,1999-09-25
206839,1964-10-18,Shirish,Schmittgen,M,1999-09-25
455628,1955-01-04,Menkae,Guting,M,1999-09-24
224650,1963-08-31,Leif,Hammerschmidt,M,1999-09-24
101682,1956-02-26,Marek,Navazio,M,1999-09-23
263114,1964-11-04,Karoline,Takkinen,M,1999-09-23
81403,1958-08-26,Serif,Luef,F,1999-09-23
107817,1953-08-03,Marsha,Velasco,F,1999-09-22
418223,1961-03-06,Gritta,Alvarado,F,1999-09-22
472260,1956-08-02,Oldrich,Androutsos,F,1999-09-22
271289,1964-02-29,Olivera,Marciano,M,1999-09-22
32173,1962-02-25,Irena,Harbusch,M,1999-09-22
449179,1956-06-28,Jeanne,Foote,M,1999-09-22
92653,1964-08-17,Martijn,Fortenbacher,F,1999-09-21
107259,1958-12-19,Gilbert,Hagimont,M,1999-09-20
477512,1957-08-05,Piyawadee,Luck,F,1999-09-20
48905,1952-09-21,Vishwani,Schoegge,M,1999-09-20
261124,1960-02-09,Dietrich,Brodal,M,1999-09-20
460994,1959-09-02,Syozo,Kabayashi,F,1999-09-19
33214,1964-01-12,Gor,Peternell,M,1999-09-19
263873,1963-03-18,Zhiguo,Bernardeschi,F,1999-09-19
275433,1957-12-03,Susanne,Hutton,F,1999-09-18
28038,1956-11-27,Subhankar,Katzenelson,F,1999-09-18
253564,1960-02-14,Rafael,Andreotta,F,1999-09-18
407096,1960-10-01,Shahab,Schwabacher,M,1999-09-18
205946,1955-05-01,Nectarios,Makinen,F,1999-09-18
102329,1957-06-01,Salvador,Ranon,F,1999-09-17
287060,1960-05-25,Zhenbing,Mandell,F,1999-09-17
264103,1955-08-04,Shigeu,Szmurlo,M,1999-09-17
272928,1957-11-20,Mokhtar,Seghrouchni,F,1999-09-17
468218,1963-12-13,Arunachalam,Thiria,M,1999-09-16
258403,1957-04-19,Flemming,Danner,M,1999-09-16
482054,1960-09-30,Trygve,Basawa,M,1999-09-16
484908,1962-10-22,Willard,Noriega,M,1999-09-15
481329,1959-06-03,Piyush,Heping,F,1999-09-14
454747,1957-05-16,Adas,Bonifati,M,1999-09-14
104639,1960-06-19,Theron,Escriba,F,1999-09-14
285463,1955-03-13,Gretta,Ginesta,M,1999-09-14
442215,1952-09-26,Zongyan,Zaiane,F,1999-09-13
442645,1953-02-15,Elvis,Apsitis,M,1999-09-13
295878,1954-04-23,Masato,Randt,F,1999-09-12
455083,1961-01-17,Stein,Magliocco,M,1999-09-11
403846,1955-11-12,Dinah,Schmezko,M,1999-09-11
277786,1960-09-15,Beshir,Kakkar,M,1999-09-11
254487,1959-08-03,Kellyn,Busillo,F,1999-09-11
449550,1957-06-03,Sivanarayana,Wolniewicz,M,1999-09-11
474774,1959-07-30,Barna,Waterhouse,M,1999-09-11
47064,1952-08-29,Pramod,Miyakawa,M,1999-09-10
205387,1961-05-11,Jinpo,Pezzoli,M,1999-09-10
417734,1961-09-13,Maren,Tokunaga,M,1999-09-09
200738,1955-09-30,Mads,Bach,M,1999-09-08
407373,1962-05-12,Kitty,Imataki,F,1999-09-08
451644,1956-06-03,Bogdan,Morton,F,1999-09-08
286882,1964-07-19,Kayoko,Hiltgen,M,1999-09-07
425407,1957-12-16,Toshimi,Reinhard,M,1999-09-07
50468,1956-08-25,Vishv,Kragelund,M,1999-09-07
416697,1954-07-30,Mandell,Setlzner,M,1999-09-07
420681,1965-01-10,Atilio,Rajala,M,1999-09-07
443857,1964-08-24,Gen,Biran,M,1999-09-06
434645,1960-08-11,Vidya,Perry,M,1999-09-06
493246,1962-01-25,Jaber,Muhling,F,1999-09-05
480833,1954-08-21,Fai,Munke,M,1999-09-05
20322,1952-05-21,Shmuel,Porotnikoff,F,1999-09-05
473243,1961-05-11,Leah,Clemencon,M,1999-09-03
465559,1961-05-21,Khatoun,Radivojevic,F,1999-09-03
292639,1953-11-22,Youjian,Schicker,M,1999-09-02
403545,1954-07-08,Unal,Litvinov,F,1999-09-02
59770,1955-05-23,Hatsukazu,Katalagarianos,M,1999-09-02
420689,1955-05-27,Elvia,Koshiba,F,1999-09-01
434302,1960-01-30,Akeel,Klyachko,M,1999-09-01
98040,1954-08-15,Ortrun,Pettis,F,1999-09-01
79438,1952-11-25,Abdelaziz,Matzel,M,1999-09-01
222883,1952-07-27,Piyush,Melichar,F,1999-08-31
33936,1952-12-25,Khun,Bernini,M,1999-08-31
245075,1961-04-27,Qiwen,Casley,F,1999-08-30
404919,1961-07-31,Kasidit,Linnainmaa,M,1999-08-30
407832,1952-03-27,Val,McClure,M,1999-08-30
206877,1959-02-24,Stamatina,Yetto,F,1999-08-30
499610,1962-12-28,Kiyokazu,Vernadat,F,1999-08-29
405640,1958-08-17,Masako,Hopewell,M,1999-08-29
460486,1964-06-26,Duro,Gire,M,1999-08-29
270377,1964-07-23,Tiina,Baby,F,1999-08-29
54992,1956-03-02,Shin,Polajnar,M,1999-08-29
77515,1961-12-23,Hitomi,Rande,F,1999-08-28
19854,1955-06-07,Youssef,Orsini,F,1999-08-28
450797,1956-10-16,Tze,Dahlbom,M,1999-08-28
61850,1963-12-24,Magy,Feinberg,M,1999-08-28
63940,1954-09-25,Kazuhide,Sankaranarayanan,M,1999-08-28
218465,1956-12-13,Ottavia,Makrucki,F,1999-08-28
86212,1957-02-01,Tesuya,Suppi,F,1999-08-28
462558,1959-07-28,Uma,Leuchs,M,1999-08-27
216322,1958-05-06,Sangeeta,Sewelson,M,1999-08-27
27132,1963-06-26,Hsiangchu,Chimia,M,1999-08-27
288633,1963-07-26,Karsten,Baumann,F,1999-08-26
484850,1959-02-24,Poornachandra,Perez,M,1999-08-26
293780,1963-02-20,Selwyn,Kamber,M,1999-08-26
32630,1963-09-19,Zhonghui,Miake,M,1999-08-26
99948,1960-06-04,Rosine,Erdi,M,1999-08-26
60484,1964-11-17,Guoxiang,Barinka,M,1999-08-25
404001,1962-01-21,Mizuhito,Seuren,M,1999-08-25
85408,1959-06-27,Vitaly,Erie,M,1999-08-25
443214,1956-10-02,Lakshmi,Juneja,M,1999-08-25
21778,1964-12-01,Arup,Melton,M,1999-08-24
68659,1954-10-29,Yinghua,Henders,M,1999-08-24
498869,1959-07-20,Mats,McClurg,M,1999-08-24
285208,1963-12-27,Indrajit,Hambrick,F,1999-08-24
435597,1954-07-23,Khosrow,Jeansoulin,M,1999-08-24
277528,1952-05-16,Zorica,Eugenio,M,1999-08-23
256730,1952-10-21,Cedric,Itzigehl,M,1999-08-23
94325,1957-11-05,KayLiang,Krychniak,M,1999-08-23
446987,1964-04-03,Pragnesh,Breugel,M,1999-08-23
201689,1963-08-15,Shay,Merey,F,1999-08-23
280240,1961-07-21,Renny,Piazza,M,1999-08-23
11754,1958-05-18,Malu,Magliocco,F,1999-08-23
418598,1964-03-07,Badri,Garnier,M,1999-08-22
485766,1957-01-09,Horward,Esteva,F,1999-08-22
471522,1960-06-23,Chriss,Heuser,F,1999-08-22
39715,1961-05-13,Mokhtar,Baba,M,1999-08-22
480838,1959-11-01,Aamod,Wroclawski,F,1999-08-22
252943,1961-06-11,Nagui,Argence,M,1999-08-21
87750,1958-03-13,Uli,Gide,M,1999-08-21
412861,1954-02-17,Iara,Esposito,M,1999-08-21
464461,1953-01-09,Huai,Murillo,M,1999-08-20
218664,1954-04-16,Tua,Beutelspacher,F,1999-08-20
36628,1963-04-19,Hailing,Welham,M,1999-08-20
290389,1962-04-23,Martins,Vendrig,M,1999-08-20
244928,1956-04-06,Arve,Lindenbaum,F,1999-08-20
220787,1955-06-24,Clyde,Rando,F,1999-08-19
220755,1955-12-24,Kokou,Stassinopoulos,F,1999-08-19
435392,1960-08-03,Chiranjit,Panangaden,M,1999-08-19
71206,1955-07-05,Kazuhiko,Hofting,F,1999-08-19
19459,1955-01-19,Sadun,Kawashimo,M,1999-08-18
498845,1965-01-09,Arumugam,Pelc,M,1999-08-17
38134,1952-09-05,Hatim,Middleton,F,1999-08-17
19063,1958-11-03,Shaz,Suermann,F,1999-08-16
454295,1958-05-11,Xumin,Wendorf,F,1999-08-16
200723,1956-02-18,Honesty,Paludetto,F,1999-08-16
423203,1954-02-21,Chrisa,Begiun,M,1999-08-16
38444,1963-11-30,Luerbio,Sinicrope,M,1999-08-16
407458,1957-09-11,Tonia,Gyimothy,M,1999-08-15
443088,1952-03-05,Alejandra,Hainaut,M,1999-08-15
431720,1958-08-22,Serenella,Kornyak,F,1999-08-15
474162,1965-01-31,Ung,Taubenfeld,M,1999-08-14
211928,1955-11-23,Abdelwaheb,Kopetz,M,1999-08-14
447498,1963-08-18,Kazuhira,Langford,F,1999-08-14
437847,1957-03-03,Candida,Kusakari,M,1999-08-14
88221,1964-05-21,Toshimori,Unno,F,1999-08-14
495790,1953-09-05,Licheng,Quaggetto,F,1999-08-14
277477,1958-05-13,Kenroku,Hettesheimer,F,1999-08-13
287532,1960-08-15,Chuanyi,Hashii,M,1999-08-13
50551,1960-09-24,Kazuhisa,Paludetto,M,1999-08-13
470302,1959-06-22,Xumin,Heyers,M,1999-08-13
104538,1963-04-29,Marko,Klyachko,F,1999-08-12
482259,1963-09-06,Berthier,Ranai,M,1999-08-12
74611,1962-09-11,Leni,Hainaut,M,1999-08-11
254930,1955-07-02,Xinyu,Birke,F,1999-08-10
92391,1954-10-22,Sandeepan,Zallocco,M,1999-08-10
441707,1957-05-24,Kwun,Hegner,M,1999-08-10
463860,1963-02-22,JoAnne,Muhling,M,1999-08-10
498676,1960-08-14,Hyuckchul,Jiang,F,1999-08-10
285483,1952-02-14,Sreenivas,Mansanne,M,1999-08-09
448002,1963-05-05,Munir,Mapelli,M,1999-08-09
22979,1964-03-24,Subbu,Krohn,F,1999-08-08
275546,1954-06-25,Gay,DuCasse,M,1999-08-08
33534,1964-10-12,Francoise,Validov,M,1999-08-08
419517,1963-12-22,Ziya,Haumacher,F,1999-08-08
457642,1961-12-13,Makato,Stanfel,F,1999-08-07
92997,1962-01-28,Richard,Demos,M,1999-08-07
488441,1956-09-24,Giordano,Hitomi,F,1999-08-07
289206,1952-05-24,Fayez,Unno,M,1999-08-07
90861,1963-11-27,Shirish,Hasenauer,F,1999-08-06
82547,1961-05-16,Premsyl,Validov,F,1999-08-06
30989,1955-10-09,Fumitake,Crooks,M,1999-08-06
217749,1952-06-30,Nigel,Willoner,M,1999-08-06
54326,1958-05-08,Baziley,Crooks,F,1999-08-06
48478,1961-07-10,Stein,Mamelak,F,1999-08-05
423688,1954-09-09,Roddy,Rosiles,M,1999-08-05
459915,1955-09-26,Josyula,Wynblatt,M,1999-08-05
402079,1962-10-09,Nechama,Cochrane,F,1999-08-05
249551,1958-05-18,Tadahiro,Gimarc,M,1999-08-04
97851,1962-11-22,Dekang,Quittner,M,1999-08-04
256729,1954-08-25,Shen,Meszaros,F,1999-08-04
75159,1960-04-21,Bowen,Schwabacher,F,1999-08-04
289659,1953-11-12,Leen,Levasseur,M,1999-08-03
34513,1962-03-08,Foong,Halevi,M,1999-08-03
34702,1961-09-20,Denny,Eppinger,M,1999-08-03
202501,1962-07-22,Sajjad,Chinin,F,1999-08-02
476338,1952-02-28,Sukumar,Rissland,F,1999-08-02
202491,1953-01-31,Kristian,Mamelak,F,1999-08-01
54161,1962-01-28,Achilleas,Pluym,M,1999-08-01
50104,1953-07-08,Mansur,Redmiles,M,1999-08-01
478031,1958-11-17,Izaskun,Chenoweth,F,1999-07-31
457822,1952-12-01,Richard,Halloran,M,1999-07-31
204929,1964-04-24,Reuven,Hennebert,F,1999-07-30
285974,1963-02-23,Taiji,Rikino,F,1999-07-29
103638,1964-10-30,Tesuya,Heijenga,M,1999-07-29
19056,1955-09-27,Leaf,Nishimukai,M,1999-07-29
428790,1955-02-26,Junsik,Schach,M,1999-07-28
246235,1953-09-10,Reuven,Lindqvist,M,1999-07-28
215418,1962-10-09,Jaewon,Doering,M,1999-07-28
86965,1962-02-04,Feixiong,Luit,F,1999-07-28
487497,1956-03-25,Arvind,Bouloucos,F,1999-07-27
416621,1957-05-09,Junsik,Etalle,F,1999-07-27
82710,1960-01-08,Oscal,Griswold,F,1999-07-27
200477,1955-04-08,Weidon,Mahnke,M,1999-07-27
104954,1954-03-07,Torsten,Veccia,M,1999-07-27
409083,1956-07-28,Chaitali,Siprelle,M,1999-07-27
58170,1963-11-12,Geraldo,Chelton,M,1999-07-26
298499,1963-04-25,Bartek,Gronowski,M,1999-07-26
249298,1959-04-09,Teiji,Manderick,M,1999-07-26
218999,1962-02-11,Odinaldo,Kalafatis,M,1999-07-25
233697,1958-02-02,Prasadram,Mawatari,F,1999-07-25
108443,1952-08-01,Lenore,Polajnar,F,1999-07-25
450795,1956-09-24,Theirry,Kriebel,M,1999-07-25
82942,1963-06-15,Weiyi,Heinisuo,F,1999-07-25
46762,1955-05-10,Akeno,Munch,M,1999-07-24
418340,1952-04-18,Shen,Gecseg,F,1999-07-24
60223,1956-09-24,Ung,Vecchi,F,1999-07-23
103912,1952-10-02,Kankanahalli,Ibel,M,1999-07-23
402656,1957-12-23,Uli,Pena,M,1999-07-23
251967,1955-02-14,Torsten,Cichocki,M,1999-07-23
100233,1964-08-24,Almudena,Stentiford,M,1999-07-23
422524,1963-01-15,Taisook,Hardjono,F,1999-07-22
72561,1960-02-09,Genta,Duclos,M,1999-07-22
446153,1952-02-26,Niteen,Unno,M,1999-07-22
96382,1960-11-25,Chuanti,Radhakrishnan,M,1999-07-22
36844,1965-01-01,Hailing,Levergood,M,1999-07-21
498064,1957-09-29,Valeska,Syrzycki,M,1999-07-20
35002,1952-08-04,Debatosh,Katiyar,F,1999-07-20
415492,1962-04-05,Patricia,Kirkerud,M,1999-07-20
296771,1961-09-08,Younwoo,Pargaonkar,F,1999-07-20
453333,1956-12-31,Sanjoy,Jansen,M,1999-07-20
83076,1960-09-07,Jacopo,Thiria,M,1999-07-20
490002,1961-06-01,Naftaly,Kaelbling,M,1999-07-19
262642,1953-06-28,Xiaoheng,Alameldin,F,1999-07-19
40957,1964-04-07,Bogdan,Samarati,M,1999-07-19
254722,1961-08-15,Cullen,Iisaka,M,1999-07-19
30291,1959-12-17,Alejandro,Stille,M,1999-07-18
28585,1958-03-28,Youngkon,Doering,M,1999-07-18
42855,1957-06-18,Ymte,Lorie,F,1999-07-18
53992,1952-12-31,Yannik,Chiodo,M,1999-07-17
202635,1955-05-19,Yongmao,Gulla,M,1999-07-17
11315,1955-04-21,Neven,Meriste,M,1999-07-17
65623,1962-08-15,Mansur,Crelier,M,1999-07-17
105411,1959-09-12,Eirik,Rossi,M,1999-07-16
260237,1964-08-17,Debaprosad,Oaver,M,1999-07-16
222810,1962-11-05,Constantijn,Validov,M,1999-07-15
86725,1959-05-28,Tze,Melichar,M,1999-07-15
408788,1952-11-03,Feiyu,Cannard,M,1999-07-15
250596,1955-05-25,Perry,Osgood,M,1999-07-15
411569,1958-10-17,Kamran,Kandlur,M,1999-07-15
49108,1964-01-16,Christophe,Butterworth,F,1999-07-14
475926,1958-12-27,Barry,Sethi,M,1999-07-13
47722,1963-09-11,Atreye,Worfolk,M,1999-07-12
282146,1962-09-07,JiYoung,Mapelli,F,1999-07-12
14420,1959-12-31,Aiman,Panangaden,F,1999-07-12
30514,1953-08-21,Leon,Rouquie,M,1999-07-12
282038,1953-04-10,Karlis,Srimani,M,1999-07-10
255237,1958-12-19,Halsur,Camurati,M,1999-07-10
285658,1953-10-08,Garnik,Merkl,M,1999-07-09
451905,1959-11-03,Jiann,Henseler,M,1999-07-09
426373,1959-12-16,Leszek,Jahnichen,M,1999-07-09
457348,1955-09-03,Augustine,Chachaty,F,1999-07-09
464851,1954-12-23,Dung,Fairtlough,F,1999-07-09
430036,1953-06-16,Becky,Swick,F,1999-07-09
484695,1953-07-23,Marit,Katiyar,F,1999-07-08
468242,1964-06-20,Arvind,Gilg,M,1999-07-07
86160,1956-09-16,Guther,Milicia,M,1999-07-06
417524,1964-04-25,Foong,Alameldin,M,1999-07-06
281627,1955-10-16,Sahrah,Pettey,F,1999-07-06
247573,1960-07-27,Indrajit,Puoti,M,1999-07-05
33359,1955-03-10,Emdad,Berztiss,F,1999-07-05
224592,1961-02-02,Shay,Slutz,F,1999-07-05
240888,1957-02-10,Shih,Michaels,M,1999-07-05
274556,1963-06-13,Akemi,Ritcey,M,1999-07-05
438988,1955-09-12,Gunilla,Heering,M,1999-07-05
472448,1956-06-27,Willard,Theuretzbacher,F,1999-07-05
229918,1960-10-30,Petter,Hegner,F,1999-07-04
278082,1956-09-16,Ioana,Auria,F,1999-07-04
420574,1960-06-12,Haldun,Solares,F,1999-07-04
224632,1960-10-03,Hein,Kobara,F,1999-07-03
55228,1953-07-13,Keiichiro,Millington,F,1999-07-01
13189,1955-11-29,Yuuichi,Bazzichi,F,1999-07-01
264145,1960-12-13,Xiahua,Terlouw,M,1999-07-01
435079,1958-03-09,Gladys,Copas,M,1999-07-01
474042,1962-03-11,Constantino,Henseler,F,1999-06-30
105435,1953-03-17,Spyrose,Coney,M,1999-06-30
438715,1956-05-12,Idoia,Garnick,M,1999-06-30
91937,1958-09-09,Rosalyn,Pettis,F,1999-06-29
