emp_no,birth_date,first_name,last_name,gender,hire_date
273360,1954-03-11,Kellie,Bade,F,1985-05-04
273912,1960-01-09,Aruna,Marchesini,F,1993-12-16
274103,1958-02-24,Kellie,Erez,F,1985-08-22
274403,1959-07-02,Kellie,Vanwelkenhuysen,F,1986-12-07
275537,1959-12-08,Kellie,Redmiles,F,1998-05-07
276188,1961-09-05,Aruna,Wrigley,F,1987-04-20
277149,1964-05-31,Kellie,Spinelli,F,1988-01-16
278573,1961-06-10,Aruna,Cooke,F,1986-11-16
278669,1963-06-26,Kellie,Mullainathan,F,1996-06-23
281162,1956-12-25,Kellie,Farris,F,1990-10-11
281962,1963-07-28,Kellie,Reeken,F,1993-03-18
282867,1963-01-17,Kellie,Zykh,F,1987-09-06
283373,1964-11-03,Kellie,Georgakopoulos,F,1996-08-31
284881,1964-12-07,Aruna,Esposito,F,1991-06-19
289382,1960-11-27,Aruna,Anick,F,1992-10-07
293836,1958-02-28,Aruna,Zockler,F,1985-09-04
299321,1958-05-03,Kellie,Luce,F,1996-03-21
299790,1962-12-12,Aruna,Perri,F,1995-09-16
400896,1962-10-07,Kellie,Garrabrants,F,1992-12-04
401790,1956-02-15,Aruna,Brizzi,F,1989-03-27
402251,1954-08-15,Kellie,Miake,F,1986-06-10
402869,1962-07-18,Aruna,Garigliano,F,1991-12-01
405547,1959-05-22,Aruna,Warwick,F,1985-07-27
406315,1952-07-26,Aruna,Gluchowski,F,1987-03-16
409436,1954-09-10,Aruna,Heinisuo,F,1988-08-05
411263,1961-10-24,Kellie,Lipner,F,1990-01-10
411582,1964-11-03,Aruna,Emiris,F,1994-11-03
412727,1956-10-13,Kellie,Sherertz,F,1986-12-16
413058,1959-11-19,Kellie,Gerteisen,F,1988-06-02
416691,1958-03-06,Kellie,Terlouw,F,1988-12-16
416941,1955-11-19,Kellie,Luan,F,1994-06-19
417173,1961-04-28,Kellie,Passino,F,1987-08-14
421579,1962-12-10,Aruna,Mundy,F,1986-01-23
427401,1958-03-23,Kellie,Azulay,F,1986-03-31
427802,1957-09-23,Aruna,Morrow,F,1988-07-25
432765,1955-01-09,Kellie,Flowers,F,1994-02-08
433608,1954-03-22,Aruna,Simkin,F,1986-08-23
434071,1958-11-13,Aruna,Dymetman,F,1993-08-27
435820,1963-11-08,Kellie,Heijenga,F,1985-12-17
440913,1964-11-16,Kellie,Gilg,F,1990-04-15
444741,1960-01-09,Kellie,Gire,F,1985-02-10
446651,1960-11-16,Kellie,Kermarrec,F,1991-12-11
447639,1959-03-04,Kellie,Fabrizio,F,1987-12-21
448001,1959-01-09,Kellie,Reutenauer,F,1995-07-18
448279,1958-05-14,Kellie,Ellozy,F,1991-07-14
448582,1962-06-18,Kellie,Dahlbom,F,1991-09-15
450933,1959-05-06,Aruna,Clouatre,F,1996-06-24
452155,1956-12-06,Kellie,Zucker,F,1992-04-21
454135,1962-08-15,Aruna,Leonhardt,F,1986-05-11
454385,1958-08-07,Aruna,Ranai,F,1998-01-15
458313,1962-12-27,Kellie,Domenig,F,1991-08-16
459192,1955-09-14,Aruna,Ferretti,F,1993-03-18
461403,1955-04-11,Aruna,Honiden,F,1997-04-03
462553,1958-09-18,Kellie,Herber,F,1990-05-01
464004,1956-02-26,Aruna,Henders,F,1988-09-16
464977,1954-09-17,Kellie,Ruemmler,F,1996-02-15
465758,1960-09-23,Aruna,Tramer,F,1985-10-27
467286,1956-01-27,Aruna,Mitina,F,1998-03-04
468825,1954-03-24,Aruna,Breugel,F,1985-09-12
471338,1960-03-26,Kellie,Angot,F,1991-03-18
474343,1957-03-02,Aruna,Perna,F,1991-08-17
477027,1963-12-11,Kellie,Hiltgen,F,1994-02-19
477399,1954-03-20,Aruna,Falby,F,1985-05-04
478910,1960-05-02,Kellie,Thebaut,F,1998-09-01
479349,1952-05-21,Aruna,Ratnakar,F,1991-07-21
479492,1952-02-03,Kellie,Beutelspacher,F,1988-05-18
481078,1963-08-18,Kellie,Simkin,F,1987-02-02
485651,1952-02-13,Aruna,Anger,F,1990-05-27
487020,1960-08-12,Kellie,Busillo,F,1985-05-09
488181,1960-05-02,Aruna,Delgrande,F,1986-12-15
492681,1957-04-06,Kellie,Koshino,F,1991-03-28
494745,1962-09-16,Aruna,Massonet,F,1993-09-10
494867,1953-08-24,Kellie,Chenney,F,1987-06-28
