emp_no,birth_date,first_name,last_name,gender,hire_date
68059,1959-09-04,Denis,Leslie,M,1985-08-05
68880,1953-07-07,Elvis,Assaf,M,1986-09-27
69227,1956-02-06,Elvis,Trumbly,M,1987-10-16
69598,1954-06-16,Elvis,Hofstetter,F,1987-11-14
69905,1958-09-03,Elvis,Mersereau,M,1990-01-20
70062,1953-08-20,Denis,Birdsall,M,1991-01-03
70325,1960-01-22,Elvis,Garrabrants,F,1985-10-19
70765,1963-11-13,Denis,Unni,F,1990-02-21
71111,1958-05-13,Denis,Rijckaert,F,1995-01-25
72643,1954-05-19,Elvis,Varley,M,1996-04-07
73042,1952-03-26,Elvis,Rossi,M,1995-01-29
73409,1955-04-13,Denis,Biros,M,1986-02-25
74814,1962-02-17,Elvis,Oehlmann,M,1987-04-30
75669,1963-01-31,Denis,Poujol,M,1992-10-14
76478,1952-08-18,Denis,Lichtner,M,1992-01-31
77709,1958-05-22,Denis,Castellani,F,1992-01-30
78108,1964-07-24,Elvis,Narahari,M,1989-06-21
78428,1962-09-30,Denis,Garigliano,M,1989-10-16
78536,1960-08-31,Denis,Garnham,M,1997-01-08
78592,1961-01-16,Elvis,Neimat,M,1986-11-06
79281,1957-02-15,Denis,Penttonen,M,1987-09-29
79359,1960-04-26,Denis,Soicher,F,1991-12-11
79538,1955-12-27,Elvis,Melton,M,1986-12-24
79642,1964-09-09,Denis,Roohalamini,M,1986-01-07
80500,1964-03-18,Denis,Lenart,F,1990-07-06
80548,1956-08-12,Denis,Conde,F,1988-07-27
80786,1952-08-13,Denis,Sridhar,M,1991-07-24
80832,1961-11-08,Denis,Birjandi,M,1985-09-23
80975,1963-12-09,Denis,DuBourdieux,F,1992-10-24
81154,1953-01-18,Denis,Schmiedel,M,1991-06-03
81694,1959-02-14,Denis,Lores,M,1990-07-06
82362,1960-11-28,Denis,Chinal,M,1986-10-30
83307,1958-10-05,Denis,Ramsey,M,1987-01-23
83557,1953-02-28,Elvis,Candan,M,1986-03-19
84968,1956-05-20,Denis,Onuegbe,F,1990-05-12
85075,1959-09-23,Elvis,Heusch,F,1988-12-28
85523,1952-04-02,Elvis,Chinin,M,1992-05-07
86055,1958-01-08,Denis,Gaughan,M,1986-09-01
86182,1962-01-25,Denis,Peres,M,1987-09-03
87334,1958-06-19,Denis,Cmelik,F,1986-11-26
87742,1959-08-08,Elvis,Rande,F,1991-12-28
87956,1959-04-18,Elvis,Mungall,M,1992-12-24
89237,1963-08-11,Denis,Luon,M,1992-09-29
89586,1956-10-31,Denis,Ramsak,F,1996-07-04
89850,1963-01-02,Denis,Ambroszkiewicz,F,1991-11-26
90392,1959-03-27,Denis,Skafidas,M,1985-05-08
91855,1956-05-13,Denis,Erbe,M,1986-05-31
92512,1963-10-25,Denis,Kulisch,M,1990-06-14
93322,1962-02-18,Elvis,Ferretti,F,1996-09-06
93574,1959-04-03,Elvis,Matzat,F,1990-08-03
93591,1962-10-30,Denis,Baby,M,1990-08-29
94065,1960-09-17,Elvis,Nishimukai,M,1985-02-23
94126,1953-02-20,Elvis,Kriebel,F,1985-12-29
94206,1955-06-09,Denis,Cooley,M,1987-02-21
95221,1956-08-10,Elvis,Bernick,M,1991-03-12
95677,1958-06-13,Denis,Poujol,F,1998-06-08
96595,1956-06-27,Denis,Doering,M,1987-02-03
97760,1961-02-21,Elvis,Loncour,M,1988-06-24
97896,1957-04-09,Elvis,Vigier,M,1993-01-22
98086,1956-03-24,Elvis,Levergood,M,1997-02-27
99204,1954-04-10,Denis,Bugaenko,M,1989-05-20
99655,1955-08-02,Elvis,Borovoy,M,1986-03-19
100601,1961-07-20,Denis,Versino,M,1995-08-21
101305,1957-10-09,Denis,Maginnis,M,1986-06-08
102280,1952-03-29,Elvis,Sgarro,M,1990-03-09
102325,1958-12-06,Elvis,Selvestrel,F,1989-06-08
102515,1954-05-05,Elvis,Quaggetto,F,1985-03-04
103069,1961-02-07,Denis,Zuberek,F,1989-04-02
103780,1955-06-28,Elvis,Lukaszewicz,F,1990-01-16
103866,1962-03-16,Elvis,Brodal,M,1989-04-22
104375,1962-05-12,Elvis,Jakobus,M,1993-12-20
104732,1956-09-05,Elvis,VanScheik,F,1990-01-08
105103,1954-06-30,Elvis,Zambonelli,M,1987-08-14
105446,1962-12-22,Elvis,Eldridge,F,1989-12-22
107591,1962-08-17,Elvis,Luit,F,1988-08-07
107981,1958-05-15,Elvis,Mattern,M,1995-05-01
108839,1952-03-21,Denis,Felcyn,M,1988-11-19
109707,1958-08-28,Elvis,Zallocco,F,1988-02-22
109763,1957-08-23,Denis,Pehl,M,1989-12-10
200026,1963-08-21,Denis,Varman,F,1988-06-27
200213,1958-07-25,Denis,Choobineh,M,1986-12-29
200837,1960-10-22,Elvis,Kalorkoti,M,1988-07-04
201848,1955-01-15,Elvis,Ebeling,F,1988-12-27
202431,1955-03-19,Elvis,Syang,M,1993-08-06
203080,1956-01-06,Denis,Fasbender,F,1988-08-27
203659,1960-06-11,Elvis,Shrader,M,1995-05-14
203919,1960-01-31,Elvis,Lally,F,1985-06-28
204403,1962-03-12,Denis,Ranum,F,1986-12-19
204594,1954-09-12,Elvis,Onuegbe,M,1987-01-04
204706,1955-12-29,Denis,Joslin,M,1987-08-27
205100,1957-03-13,Denis,Schaap,F,1988-05-28
205150,1952-03-12,Denis,Murthy,F,1987-10-27
205501,1956-08-12,Denis,Vernadat,M,1992-07-05
206092,1964-11-27,Elvis,Kobara,M,1987-03-13
206324,1952-12-21,Elvis,Schrooten,M,1994-01-23
206568,1953-07-11,Denis,Beeson,F,1995-01-29
206818,1964-06-17,Elvis,Schwartzburd,F,1987-02-22
207071,1954-09-23,Elvis,Schnelling,F,1994-12-07
208611,1952-11-13,Elvis,Valiente,M,1989-06-08
209321,1962-02-24,Elvis,Benveniste,F,1988-03-10
209392,1953-11-11,Elvis,Kandlur,F,1988-05-20
210195,1957-03-08,Denis,Beeson,F,1988-08-11
210815,1953-08-07,Elvis,Ghemri,F,1991-09-28
210857,1952-11-08,Denis,Serot,M,1989-07-27
211048,1960-10-01,Elvis,Docker,M,1986-08-15
211278,1955-08-27,Elvis,Rodham,F,1993-11-17
212529,1958-08-09,Denis,Piancastelli,M,1993-03-20
212883,1953-06-08,Denis,Hedayat,M,1986-10-31
213018,1957-10-12,Elvis,Msuda,M,1985-05-13
213127,1956-08-11,Elvis,Penz,M,1986-03-13
213994,1964-01-23,Elvis,Bolotov,F,1998-05-23
214293,1961-03-26,Elvis,Georg,F,1991-08-25
214779,1955-05-07,Denis,Nitsche,M,1985-05-22
214856,1955-01-23,Denis,Luga,M,1986-01-19
215434,1964-01-05,Denis,Schicker,F,1999-01-21
215890,1952-09-01,Denis,Kroon,M,1985-05-20
217049,1959-06-23,Denis,Emiris,M,1989-11-11
218778,1956-05-29,Elvis,Toyoshima,F,1986-04-30
219187,1962-03-22,Denis,Schrift,M,1985-10-26
219356,1962-01-18,Denis,Basawa,M,1995-12-14
219725,1963-03-28,Elvis,Zockler,M,1985-04-29
221757,1954-12-07,Elvis,Szmurlo,M,1995-11-14
222294,1956-06-15,Denis,Noriega,F,1987-09-05
222299,1957-07-27,Elvis,Bultermann,M,1990-08-14
222945,1960-06-15,Elvis,Denis,M,1986-03-26
223037,1958-09-30,Denis,Miara,M,1986-12-07
223241,1963-01-19,Denis,Jayawardene,M,1987-04-15
224097,1961-05-31,Denis,Thisen,F,1985-06-25
224453,1964-10-12,Elvis,Swick,M,1988-01-09
226068,1958-09-05,Elvis,Hooghiemstra,M,1989-12-01
226451,1955-04-20,Elvis,Cmelik,M,1996-10-24
226543,1959-09-26,Denis,Garrabrants,F,1987-10-22
227684,1953-02-25,Denis,Kusakabe,F,1987-08-05
228011,1962-03-06,Elvis,Keustermans,M,1992-09-30
228232,1956-02-13,Elvis,Matzke,M,1988-01-08
231660,1960-11-01,Elvis,Mitzlaff,M,1991-08-30
231728,1961-01-03,Denis,Polajnar,F,1988-07-21
232965,1960-08-19,Elvis,Lindqvist,M,1992-07-11
232988,1953-09-25,Denis,Dichev,M,1990-03-15
233979,1963-05-18,Denis,Pews,M,1987-04-27
237457,1961-10-08,Denis,Khasidashvili,F,1990-01-24
237473,1961-05-20,Denis,Harnett,M,1993-12-03
239099,1956-10-25,Elvis,Fendler,F,1989-02-23
239394,1960-12-30,Elvis,Guting,M,1985-11-18
239731,1955-01-09,Elvis,Setlzner,M,1990-12-03
239802,1954-08-07,Elvis,Isard,M,1985-11-11
241332,1964-02-01,Denis,Alameldin,M,1994-06-14
242215,1957-07-03,Elvis,Wossner,M,1988-09-13
242443,1961-04-15,Denis,Fioravanti,M,1999-01-26
242912,1954-12-26,Denis,Seghrouchni,F,1990-01-31
244026,1953-05-11,Elvis,Brodal,M,1991-03-07
244447,1963-12-11,Elvis,Einsfeld,M,1988-05-29
247317,1963-09-03,Elvis,Liedekerke,M,1990-02-09
248547,1964-06-09,Elvis,Rehfuss,F,1986-03-12
248612,1956-06-04,Elvis,Ghalwash,M,1992-12-03
248904,1960-08-12,Elvis,Engberts,M,1993-06-27
249792,1960-05-21,Denis,Brender,M,1996-07-06
250509,1961-09-02,Elvis,Wossner,M,1990-12-23
251783,1961-12-30,Elvis,Camarinopoulos,M,1985-11-23
251941,1957-04-06,Elvis,Schoegge,F,1988-04-23
253392,1961-10-01,Elvis,Ruemmler,F,1988-02-22
253553,1957-08-08,Denis,Kalsbeek,F,1987-05-04
255129,1954-03-02,Elvis,Setlzner,F,1990-01-03
255230,1962-08-21,Elvis,Dymetman,F,1990-12-11
255606,1952-09-18,Elvis,Bonifati,M,1997-12-22
256488,1954-05-29,Elvis,Hofmeyr,M,1995-11-20
256646,1964-12-16,Denis,Bratten,M,1990-09-29
257416,1953-10-22,Elvis,Jullig,M,1987-04-19
257545,1959-06-22,Denis,Binding,F,1992-09-28
258061,1953-03-15,Elvis,Kakkar,F,1986-09-30
258657,1954-07-28,Denis,Choobineh,M,1985-12-06
258990,1958-06-27,Elvis,Ishibashi,F,1987-04-02
259390,1963-06-27,Elvis,Gopalakrishnan,F,1994-01-19
260186,1959-02-02,Elvis,Rabejac,M,1987-02-09
260453,1963-09-22,Elvis,Braunschweig,M,1993-09-08
261329,1956-02-25,Denis,Lalonde,M,1988-06-17
261346,1954-09-05,Elvis,Brendel,M,1986-08-16
263035,1963-09-13,Elvis,Milicia,M,1985-02-23
265221,1960-02-17,Denis,Velasco,M,1985-08-26
265655,1962-07-05,Elvis,Bashian,F,1985-04-20
265706,1960-07-27,Elvis,Zhang,F,1985-06-29
267207,1961-06-28,Elvis,Peak,M,1999-01-21
267505,1956-05-01,Elvis,Daescu,F,1991-01-15
267548,1963-03-09,Elvis,Toyoshima,M,1988-07-25
267897,1957-05-02,Elvis,Servieres,M,1991-02-10
268157,1962-09-01,Elvis,Hofman,F,1990-05-04
268447,1952-09-10,Denis,Shackel,F,1986-06-02
268733,1957-06-29,Denis,Luck,F,1992-11-24
268952,1963-09-14,Denis,Sadowsky,M,1993-09-16
269132,1960-10-02,Elvis,Fabrizio,M,1988-04-24
270435,1952-05-10,Elvis,Leuchs,M,1993-01-26
270617,1960-08-12,Denis,Rosaz,M,1992-10-13
273139,1962-09-13,Elvis,Percebois,F,1986-07-11
273431,1956-11-15,Denis,Birge,M,1992-06-16
274955,1953-09-08,Elvis,Perri,F,1993-08-07
275327,1958-05-16,Elvis,Grandbois,M,1989-04-03
275532,1955-10-09,Denis,Katiyar,F,1998-05-02
276275,1953-04-25,Denis,Nanard,F,1992-08-30
276417,1960-10-04,Denis,Georgakopoulos,M,1989-10-22
279054,1964-07-12,Elvis,Rubsam,M,1986-09-05
279397,1952-08-05,Elvis,Karcich,F,1985-11-23
279609,1962-06-11,Denis,Monkewich,M,1985-08-24
280699,1954-12-27,Elvis,Krychniak,M,1985-06-07
281504,1955-12-05,Denis,Gips,M,1990-12-03
282323,1952-10-24,Denis,Barbanera,M,1986-11-03
283905,1956-12-12,Denis,Hofman,F,1985-06-18
284132,1963-03-22,Denis,Staudhammer,F,1991-07-07
284314,1957-12-22,Elvis,Jansen,M,1997-09-09
286087,1954-07-08,Elvis,Choobineh,F,1985-10-05
286478,1952-03-05,Denis,Karnin,F,1986-11-12
286747,1955-03-15,Elvis,Cardazo,M,1991-12-19
286885,1953-04-01,Elvis,Pettis,M,1987-10-01
288088,1959-02-06,Elvis,Mungall,M,1990-07-19
288533,1963-09-25,Elvis,Siprelle,M,1988-03-28
288645,1958-02-12,Elvis,Feinberg,M,1994-04-05
288856,1956-03-14,Elvis,Zweizig,F,1991-05-20
289511,1953-09-15,Elvis,Fadgyas,M,1989-11-04
290636,1952-11-02,Elvis,Tokunaga,F,1988-01-16
290993,1960-01-09,Denis,Michaels,F,1996-05-09
291251,1956-07-07,Elvis,Simmen,F,1985-04-01
291897,1954-04-26,Denis,Validov,F,1992-06-04
291999,1955-01-27,Denis,Servieres,F,1991-02-12
292641,1954-11-21,Elvis,Birke,M,1989-11-08
293341,1955-04-01,Denis,Lienhardt,F,1988-04-05
294099,1955-01-12,Denis,Cullers,F,1985-12-22
294489,1960-09-24,Elvis,Swab,F,1989-06-06
295128,1957-02-01,Elvis,Reeken,F,1987-03-21
295130,1957-07-12,Denis,Papadias,M,1996-01-08
298743,1959-11-01,Denis,Marletta,M,1985-02-26
299048,1956-09-17,Denis,Pettis,M,1987-09-22
299183,1963-09-27,Denis,Isard,M,1988-01-16
400651,1957-10-23,Elvis,Petereit,M,1986-08-02
400763,1954-11-29,Elvis,Eterovic,M,1990-04-05
401203,1955-04-01,Elvis,McDermid,F,1996-10-07
401837,1960-04-11,Denis,Berendt,F,1985-10-11
402384,1959-01-03,Elvis,Borstler,M,1991-02-13
402676,1955-01-02,Denis,Kambil,F,1994-04-06
404080,1959-03-23,Elvis,Munck,F,1987-01-16
404676,1963-10-03,Elvis,Cardazo,F,1987-10-19
404818,1952-08-07,Denis,Snyers,M,1990-04-11
405770,1956-11-13,Elvis,Schiper,F,1994-09-11
406395,1956-04-21,Elvis,Champarnaud,M,1987-06-27
406574,1954-10-27,Elvis,Billawala,F,1985-06-06
406652,1958-11-15,Denis,Karcich,M,1991-07-30
406922,1955-08-29,Denis,Piazza,F,1987-04-16
407077,1955-05-02,Denis,Bednarek,F,1991-01-30
408027,1961-02-09,Denis,Weisert,F,1990-05-19
408087,1958-06-03,Elvis,Buescher,M,1989-03-18
408487,1962-08-07,Denis,Bruckman,F,1991-06-05
408844,1963-11-13,Elvis,Dulin,F,1993-07-23
409045,1952-06-28,Elvis,Wynblatt,M,1994-10-08
409268,1956-07-21,Elvis,Pero,M,1987-11-13
409606,1963-05-29,Elvis,Farrar,F,1985-03-04
411938,1957-03-23,Denis,Lund,M,1990-08-18
412455,1961-01-04,Elvis,Lunt,M,1992-01-17
412885,1952-03-18,Elvis,Couchot,M,1993-05-22
413542,1953-01-28,Elvis,Hebert,M,1985-11-15
414533,1959-02-06,Denis,Rullman,F,1991-05-03
414902,1952-04-17,Denis,Riefers,M,1991-08-01
415370,1958-05-07,Elvis,Heydon,F,1985-12-12
415934,1963-10-17,Elvis,Danley,F,1992-01-11
417271,1964-07-26,Denis,Kranzdorf,M,1989-07-28
417646,1963-08-03,Denis,Juneja,F,1987-07-03
417897,1964-04-12,Denis,Lichtner,F,1993-08-25
417980,1961-04-10,Elvis,Talmon,F,1987-09-23
418194,1960-09-20,Denis,Stemann,F,1997-12-23
418904,1956-12-16,Denis,Hanratty,F,1986-01-19
419432,1960-02-04,Denis,Milicic,M,1991-07-06
420129,1954-07-31,Elvis,Vrecion,F,1986-07-19
420742,1955-04-07,Elvis,Schwartzburd,M,1985-05-19
421107,1957-08-18,Denis,Klassen,M,1985-10-22
421647,1955-01-12,Denis,Yurek,M,1994-02-08
422385,1959-03-22,Elvis,Passino,M,1985-11-19
422460,1961-09-25,Denis,Stanfel,F,1990-02-09
423664,1959-09-26,Elvis,Shihab,F,1993-12-09
423742,1962-12-09,Denis,Cochrane,M,1996-06-20
423957,1961-04-26,Elvis,Ritzmann,M,1986-07-02
425469,1959-09-01,Elvis,Tomescu,F,1985-09-01
426473,1957-09-24,Elvis,Goldhammer,M,1999-04-28
426521,1955-09-11,Denis,Akaboshi,M,1989-02-27
427346,1952-10-06,Denis,Kropf,F,1985-10-30
427797,1952-09-24,Elvis,Biran,F,1992-09-07
427907,1959-05-21,Denis,Siepmann,F,1989-03-27
430178,1962-10-09,Elvis,Fadgyas,M,1986-09-18
431719,1956-09-17,Denis,Czaja,M,1989-04-09
432371,1962-07-12,Elvis,Sadowsky,F,1987-01-29
433086,1959-05-08,Elvis,Samarati,F,1989-01-30
433794,1952-10-01,Elvis,Michaeli,M,1990-07-03
434057,1964-08-01,Denis,Thisen,M,1994-09-24
434349,1952-04-26,Denis,Skrikant,M,1994-10-20
434482,1961-11-29,Denis,Luan,F,1997-01-01
435004,1957-01-04,Elvis,Haldar,M,1988-06-04
435100,1962-04-09,Denis,Validov,M,1985-02-06
435568,1963-10-28,Elvis,Serot,F,1989-06-16
436294,1962-12-11,Elvis,Axelband,M,1991-05-11
437148,1955-11-17,Elvis,Sambasivam,M,1986-09-05
438207,1955-09-16,Elvis,Adachi,M,1988-11-01
439224,1959-08-13,Denis,Stamatiou,M,1989-12-16
439576,1952-08-05,Elvis,Gihr,M,1992-10-21
439665,1954-09-19,Elvis,Kalafatis,M,1989-09-14
439815,1954-11-24,Denis,Coombs,M,1993-12-08
440326,1953-12-18,Elvis,Krogh,F,1986-11-17
440453,1954-04-29,Elvis,Grandbois,M,1986-02-27
440628,1958-04-07,Denis,Rodiger,M,1989-04-28
441525,1964-03-09,Elvis,Sichman,F,1987-12-30
441656,1954-10-16,Elvis,Muntz,M,1992-10-25
441959,1958-02-08,Elvis,Zielinski,F,1994-08-07
442342,1962-11-28,Denis,Condotta,F,1985-03-19
442439,1956-12-12,Denis,Cochrane,F,1992-01-17
442645,1953-02-15,Elvis,Apsitis,M,1999-09-13
443622,1963-05-02,Elvis,Bage,M,1991-07-01
446244,1955-02-13,Denis,Baez,M,1985-11-18
447262,1958-08-16,Elvis,Egerstedt,F,1999-01-28
447519,1958-06-14,Denis,Suwa,F,1994-10-19
448362,1954-03-20,Denis,Erol,M,1986-03-21
448493,1957-02-24,Denis,Zeidenstein,M,1993-09-03
449280,1963-12-28,Denis,Zirintsis,M,1989-10-18
451439,1963-08-03,Elvis,Naumovich,M,1994-08-20
451542,1956-03-03,Denis,Eldridge,M,1987-08-07
452169,1960-09-16,Denis,Prenel,M,1994-10-05
453201,1955-08-18,Denis,Garnier,F,1992-04-20
453478,1957-06-29,Denis,Heiserman,F,1989-06-29
454151,1964-06-10,Elvis,Molenaar,F,1985-10-06
454443,1957-08-23,Denis,Gischer,M,1994-04-02
455718,1958-04-28,Elvis,Broder,F,1997-09-17
457217,1958-03-29,Elvis,Comte,F,1990-06-12
457250,1964-12-03,Denis,Malabarba,M,1986-06-17
457738,1957-07-28,Denis,Zedlitz,M,1993-06-11
458107,1952-06-19,Denis,Schwabacher,M,1997-04-25
459700,1960-07-05,Denis,Foote,M,1985-04-09
459782,1964-11-02,Elvis,Merlo,F,1989-10-18
459902,1952-02-25,Denis,Roohalamini,M,1995-10-04
461536,1956-10-12,Denis,Luders,F,1992-01-07
461702,1962-07-19,Elvis,Nannarelli,M,1994-04-25
461951,1957-08-07,Denis,Conde,F,1997-07-15
462646,1962-01-02,Denis,Colorni,F,1987-10-19
463288,1958-12-23,Denis,Ramaiah,F,1985-04-18
463425,1958-10-27,Denis,Raczkowsky,M,1986-02-13
463729,1962-04-18,Denis,Cyne,M,1994-01-30
465622,1952-02-14,Elvis,Rosch,M,1990-07-09
465951,1960-03-08,Denis,Riexinger,M,1992-06-15
466353,1955-12-30,Denis,Matteis,F,1993-01-04
466737,1956-08-23,Elvis,Solares,F,1986-10-30
467408,1963-04-23,Elvis,Besancenot,M,1989-07-27
469102,1958-07-27,Elvis,Pusterhofer,M,1991-08-22
469705,1953-06-19,Denis,Kamber,M,1985-04-16
470521,1958-10-23,Denis,Mondadori,M,1987-05-18
470845,1955-09-24,Denis,Ozery,F,1987-09-01
471478,1961-01-03,Denis,Fraisse,F,1987-06-30
472002,1959-07-18,Denis,Percebois,M,1985-04-17
472107,1960-10-31,Denis,Mawatari,M,1994-08-08
472153,1956-06-24,Elvis,Apsitis,F,1985-08-08
472189,1960-07-05,Elvis,Beilner,F,1986-10-17
472453,1956-11-02,Elvis,Talmor,F,1990-09-29
473090,1958-06-23,Denis,Serot,M,1989-07-11
473979,1961-11-14,Elvis,Byoun,M,1985-10-30
474515,1961-01-16,Denis,Hiltgen,M,1989-09-13
474872,1955-06-18,Elvis,Emden,M,1988-04-18
475900,1956-11-23,Elvis,Edelhoff,M,1987-07-08
476388,1960-07-01,Elvis,Kroll,M,1991-10-13
478598,1962-05-30,Elvis,Dengi,F,1990-03-06
479022,1962-08-08,Denis,Olano,F,1988-03-14
479542,1958-03-02,Elvis,Badache,M,1997-06-19
479721,1953-04-21,Elvis,Matzel,M,1985-06-28
480696,1963-10-04,Denis,Rusmann,F,1987-03-22
481647,1964-11-11,Elvis,Dolinsky,M,1993-03-04
481964,1952-12-03,Denis,Swab,F,1990-02-12
482088,1960-01-15,Denis,DiGiano,M,1991-12-14
483762,1963-03-18,Elvis,Kitsuregawa,M,1986-09-11
483917,1964-01-02,Elvis,Lamba,M,1989-09-27
484118,1954-09-04,Denis,Remmele,M,1992-03-07
484522,1954-06-16,Denis,Paciorek,M,1985-10-03
484639,1952-09-11,Denis,Valiente,M,1991-08-10
486908,1964-12-05,Denis,Bazelow,M,1992-09-07
488142,1965-01-05,Denis,Narlikar,M,1986-09-21
488461,1955-12-25,Elvis,Goodrum,M,1999-04-14
489618,1952-09-30,Denis,Gadepally,M,1985-08-29
489646,1954-12-22,Denis,Heering,M,1991-03-27
490250,1953-02-04,Elvis,Baez,F,1986-01-22
490493,1956-07-06,Denis,Auyong,M,1989-04-15
490839,1958-06-19,Denis,Narwekar,M,1987-12-09
491095,1962-05-30,Denis,Kuszyk,M,1992-12-05
493719,1962-09-18,Elvis,Binding,M,1992-05-12
494489,1952-06-21,Elvis,Kroll,M,1994-11-22
495295,1961-10-14,Elvis,Lamma,M,1994-02-28
495406,1956-05-04,Elvis,Gerlach,M,1990-09-17
496503,1956-09-01,Elvis,Verhoeff,M,1986-10-27
496944,1954-09-02,Denis,Fortenbacher,M,1986-02-09
497292,1964-05-28,Denis,Gustavson,M,1990-07-25
497910,1961-05-12,Elvis,Cannard,F,1990-09-23
498260,1959-04-15,Denis,Fetvedt,F,1988-05-04
498621,1955-09-07,Elvis,Zykh,M,1993-08-31
499091,1952-09-24,Elvis,Kohling,F,1986-02-25
